128,05:27:00
124,05:48:00
202,05:50:00
128,06:04:00
124,06:17:00
202,06:20:00
128,06:26:00
124,06:46:00
202,06:50:00
128,06:59:00
124,07:16:00
202,07:19:00
128,07:24:00
202,07:49:00
124,07:49:00
128,07:58:00
202,08:18:00
124,08:21:00
128,08:31:00
202,08:47:00
124,08:52:00
128,09:07:00
202,09:19:00
124,09:21:00
128,09:35:00
124,09:46:00
202,09:49:00
128,10:03:00
124,10:16:00
202,10:19:00
128,10:30:00
124,10:46:00
202,10:48:00
128,11:02:00
124,11:16:00
202,11:16:00
128,11:30:00
202,11:43:00
124,11:46:00
128,11:58:00
202,12:13:00
124,12:17:00
128,12:25:00
202,12:37:00
124,12:48:00
128,12:50:00
202,13:02:00
124,13:19:00
202,13:25:00
128,13:28:00
202,13:49:00
124,13:51:00
128,14:03:00
202,14:17:00
124,14:24:00
128,14:30:00
202,14:43:00
124,14:56:00
128,15:00:00
202,15:11:00
124,15:28:00
202,15:31:00
128,15:38:00
202,15:51:00
124,15:59:00
128,16:02:00
202,16:11:00
124,16:28:00
202,16:30:00
128,16:40:00
202,16:52:00
124,16:57:00
128,17:05:00
202,17:20:00
124,17:26:00
128,17:33:00
202,17:45:00
124,17:55:00
128,18:00:00
202,18:16:00
124,18:25:00
128,18:34:00
202,18:45:00
124,18:53:00
128,19:01:00
202,19:12:00
124,19:23:00
128,19:34:00
202,19:40:00
124,19:51:00
128,19:59:00
202,20:09:00
124,20:20:00
128,20:28:00
202,20:40:00
124,20:50:00
128,20:56:00
202,21:12:00
124,21:20:00
128,21:27:00
202,21:41:00
124,21:51:00
128,21:56:00
202,22:11:00
124,22:20:00
128,22:27:00
202,22:43:00
124,22:50:00
128,22:59:00
202,23:15:00
124,23:20:00
128,23:30:00
202,23:45:00
124,23:50:00
128,24:00:00
202,24:15:00
128,24:26:00
380,25:17:00
380,26:01:00
380,26:48:00
380,27:30:00
380,28:19:00
