124,06:26:39
128,06:46:50
202,06:55:15
124,06:56:39
128,07:11:50
202,07:26:15
124,07:26:39
128,07:41:50
202,07:56:15
124,07:56:39
128,08:11:50
124,08:26:39
202,08:27:15
128,08:42:50
124,08:57:39
202,08:59:15
128,09:18:50
202,09:26:15
124,09:28:39
128,09:46:50
202,09:57:42
124,10:00:39
128,10:22:50
202,10:29:42
124,10:30:39
128,10:53:50
124,10:59:39
202,11:01:42
128,11:26:50
124,11:29:39
202,11:33:42
128,11:59:50
124,12:00:39
202,12:03:42
202,12:31:42
124,12:32:39
128,12:38:50
202,12:59:42
124,13:02:39
128,13:11:50
202,13:21:42
124,13:32:39
128,13:37:50
202,13:45:42
124,14:02:39
128,14:04:50
202,14:10:42
124,14:32:39
128,14:36:50
202,14:37:42
124,15:03:39
128,15:05:50
202,15:07:42
124,15:34:39
128,15:35:50
202,15:40:42
128,16:02:50
124,16:04:39
202,16:04:42
202,16:27:42
128,16:31:50
124,16:33:39
202,16:51:42
128,16:59:50
124,17:05:39
202,17:15:42
128,17:29:50
124,17:32:39
202,17:37:42
128,17:55:50
202,17:59:42
124,18:01:39
202,18:19:42
128,18:30:50
124,18:31:39
202,18:41:42
128,18:56:50
124,19:01:39
202,19:09:42
128,19:24:50
124,19:30:39
202,19:38:42
128,19:54:50
124,19:58:39
202,20:09:15
128,20:22:50
124,20:28:39
202,20:35:15
128,20:48:50
124,20:58:39
202,21:02:15
128,21:17:50
124,21:28:39
202,21:32:15
128,21:47:50
124,21:54:39
202,22:02:15
128,22:16:50
124,22:24:39
202,22:31:15
128,22:45:50
124,22:54:39
202,22:59:15
128,23:11:50
124,23:24:39
202,23:26:15
128,23:42:50
124,23:54:39
202,23:56:15
128,24:12:50
124,24:21:39
202,24:26:15
202,24:55:15
380,27:02:12
380,27:48:12
380,28:30:12
380,29:15:12
