Longitude,Latitude,LineStringColor,Icon
-73.578634,45.499775,blue,none
-73.578727,45.499675,blue,none
-73.579416,45.498982,blue,none
-73.579569,45.49882,blue,none
-73.580042,45.498344,blue,none
-73.580291,45.4981,blue,none
-73.580413,45.497983,blue,none
-73.580758,45.497622,blue,none
-73.581154,45.497226,blue,none
-73.581697,45.496652,blue,none
-73.581794,45.49655,blue,none
-73.582393,45.495861,blue,none
-73.582522,45.495713,blue,none
-73.583398,45.494734,blue,none
-73.583506,45.494614,blue,none
-73.584183,45.49385,blue,none
-73.584446,45.493593,blue,none
-73.584726,45.493395,blue,none
-73.585629,45.492849,blue,none
-73.585798,45.492747,blue,none
-73.586911,45.492088,blue,none
-73.587309,45.491826,blue,none
-73.587674,45.491532,blue,none
-73.587761,45.491505,blue,none
-73.587986,45.491367,blue,none
-73.588091,45.491275,blue,none
-73.588192,45.491195,blue,none
-73.588197,45.491189,blue,none
-73.588201,45.491182,blue,none
-73.588225,45.491098,blue,none
-73.588599,45.490745,blue,none
-73.588909,45.490455,blue,none
-73.589637,45.489771,blue,none
-73.590272,45.489183,blue,none
-73.590365,45.489095,blue,none
-73.591117,45.488484,blue,none
-73.591768,45.487979,blue,none
-73.591871,45.487899,blue,none
-73.592083,45.487785,blue,none
-73.592273,45.487687,blue,none
-73.59254,45.48757,blue,none
-73.593061,45.487373,blue,none
-73.59333,45.487283,blue,none
-73.593817,45.487111,blue,none
-73.593983,45.487048,blue,none
-73.594192,45.486965,blue,none
-73.594413,45.486836,blue,none
-73.594581,45.486708,blue,none
-73.595196,45.486194,blue,none
-73.595205,45.486186,blue,none
-73.59563,45.485807,blue,none
-73.595888,45.485596,blue,none
-73.596039,45.485473,blue,none
-73.596409,45.485149,blue,none
-73.596818,45.484789,blue,none
-73.597508,45.484219,blue,none
-73.597636,45.484113,blue,none
-73.59853,45.483276,blue,none
-73.598926,45.482951,blue,none
-73.59964,45.482333,blue,none
-73.599718,45.482267,blue,none
-73.600407,45.481627,blue,none
-73.601096,45.481077,blue,none
-73.601097,45.481078,blue,none
-73.601276,45.480935,blue,none
-73.602029,45.480285,blue,none
-73.602757,45.479646,blue,none
-73.603351,45.47914,blue,none
-73.603498,45.479015,blue,none
-73.604328,45.478294,blue,none
-73.605309,45.477407,blue,none
-73.605414,45.477313,blue,none
-73.605977,45.476835,blue,none
-73.606041,45.476771,blue,none
-73.606384,45.476475,blue,none
-73.606965,45.475954,blue,none
-73.607048,45.47588,blue,none
-73.607712,45.475322,blue,none
-73.608299,45.474808,blue,none
-73.608743,45.474432,blue,none
-73.608861,45.474331,blue,none
-73.60928,45.473964,blue,none
-73.609723,45.473723,blue,none
-73.610335,45.473417,blue,none
-73.611166,45.472993,blue,none
-73.611812,45.472655,blue,none
-73.612009,45.472551,blue,none
-73.612878,45.472101,blue,none
-73.613785,45.471641,blue,none
-73.614488,45.471273,blue,none
-73.614628,45.471199,blue,none
-73.615472,45.470766,blue,none
-73.616219,45.470389,blue,none
-73.616328,45.470334,blue,none
-73.616993,45.46999,blue,none
-73.61721,45.469873,blue,none
-73.617988,45.469477,blue,none
-73.618206,45.469369,blue,none
-73.618832,45.469044,blue,none
-73.619294,45.468817,blue,none
-73.619294,45.468816,blue,none
-73.619382,45.468773,blue,none
-73.619638,45.468628,blue,none
-73.620479,45.468197,blue,none
-73.621355,45.467757,blue,none
-73.621413,45.467727,blue,none
-73.622307,45.467249,blue,none
-73.623236,45.466766,blue,none
-73.623418,45.466673,blue,none
-73.624146,45.466294,blue,none
-73.624784,45.465969,blue,none
-73.625035,45.465848,blue,none
-73.625156,45.465788,blue,none
-73.625871,45.465373,blue,none
-73.626673,45.464963,blue,none
-73.626751,45.464923,blue,none
-73.628814,45.463833,blue,none
-73.628988,45.463741,blue,none
-73.629128,45.46366,blue,none
-73.629614,45.463398,blue,none
-73.630775,45.462804,blue,none
-73.630862,45.462761,blue,none
-73.630904,45.46274,blue,none
-73.631606,45.462361,blue,none
-73.631925,45.462199,blue,none
-73.632462,45.46191,blue,none
-73.632842,45.461708,blue,none
-73.632934,45.461658,blue,none
-73.633929,45.461136,blue,none
-73.634376,45.460901,blue,none
-73.634922,45.460614,blue,none
-73.634976,45.460586,blue,none
-73.63522,45.460458,blue,none
-73.636012,45.460035,blue,none
-73.636384,45.459836,blue,none
-73.636568,45.459728,blue,none
-73.636615,45.4597,blue,none
-73.636808,45.459572,blue,none
-73.637179,45.459292,blue,none
-73.637282,45.459201,blue,none
-73.638885,45.457827,blue,none
-73.639617,45.4572,blue,none
-73.639887,45.456947,blue,none
-73.640092,45.456738,blue,none
-73.640138,45.456681,blue,none
-73.640246,45.456548,blue,none
-73.640782,45.45589,blue,none
-73.641062,45.455548,blue,none
-73.641279,45.455278,blue,none
-73.64147,45.455035,blue,none
-73.641474,45.455019,blue,none
-73.641448,45.455006,blue,none
-73.640653,45.454707,blue,none
-73.640565,45.454674,blue,none
-73.640386,45.454602,blue,none
-73.640106,45.454504,blue,none
-73.639992,45.45445,blue,none
-73.639696,45.454324,blue,none
-73.639426,45.454226,blue,none
-73.639402,45.454216,blue,none
-73.638415,45.453831,blue,none
-73.637637,45.453529,blue,none
-73.637298,45.453397,blue,none
-73.638227,45.453124,blue,none
-73.63851,45.453015,blue,none
-73.638665,45.45295,blue,none
-73.639114,45.452715,blue,none
-73.639599,45.452445,blue,none
-73.639971,45.452236,blue,none
-73.640059,45.452183,blue,none
-73.64076,45.451832,blue,none
-73.641028,45.451705,blue,none
-73.641347,45.45153,blue,none
-73.641349,45.45153,blue,none
-73.641428,45.451487,blue,none
-73.641586,45.451366,blue,none
-73.641665,45.451273,blue,none
-73.641857,45.450992,blue,none
-73.642292,45.450288,blue,none
-73.64294,45.44899,blue,none
-73.643056,45.448736,blue,none
-73.643094,45.448609,blue,none
-73.643154,45.448397,blue,none
-73.643157,45.448383,blue,none
-73.643195,45.448183,blue,none
-73.643245,45.447463,blue,none
-73.643332,45.446985,blue,none
-73.643673,45.446485,blue,none
-73.643985,45.446218,blue,none
-73.644704,45.445772,blue,none
-73.644824,45.445698,blue,none
-73.645015,45.445599,blue,none
-73.645744,45.445192,blue,none
-73.646481,45.444704,blue,none
-73.646575,45.444641,blue,none
-73.647378,45.444164,blue,none
-73.64808,45.443722,blue,none
-73.648195,45.44365,blue,none
-73.648909,45.443199,blue,none
-73.649837,45.442662,blue,none
-73.649905,45.442623,blue,none
-73.650695,45.442199,blue,none
-73.651054,45.442,blue,none
-73.6514,45.441774,blue,none
-73.651405,45.441769,blue,none
-73.65141,45.441762,blue,none
-73.651461,45.441645,blue,none
-73.651462,45.441639,blue,none
-73.651462,45.441634,blue,none
-73.651332,45.440944,blue,none
-73.651368,45.440683,blue,none
-73.651463,45.440532,blue,none
-73.651781,45.440438,blue,none
-73.652213,45.440355,blue,none
-73.653926,45.44003,blue,none
-73.6542,45.439929,blue,none
-73.6546,45.439746,blue,none
-73.655474,45.439229,blue,none
-73.655941,45.438952,blue,none
-73.656145,45.438825,blue,none
-73.656343,45.43871,blue,none
-73.657128,45.438249,blue,none
-73.658433,45.437488,blue,none
-73.65917,45.437058,blue,none
-73.659527,45.436927,blue,none
-73.659965,45.43683,blue,none
-73.662235,45.436321,blue,none
-73.662839,45.436174,blue,none
-73.663133,45.436053,blue,none
-73.663405,45.435941,blue,none
-73.66342,45.436942,blue,none
-73.663413,45.438505,blue,none
-73.663413,45.438723,blue,none
-73.663426,45.438868,blue,none
-73.663439,45.439021,blue,none
-73.66345,45.439044,blue,none
-73.66348,45.439046,blue,none
-73.664323,45.438882,blue,none
-73.66436,45.438875,blue,none
-73.664604,45.438828,blue,none
-73.664989,45.438755,blue,none
-73.665754,45.438601,blue,none
-73.666533,45.438472,blue,none
-73.666674,45.438448,blue,none
-73.667594,45.438276,blue,none
-73.668477,45.438111,blue,none
-73.669088,45.437985,blue,none
-73.669191,45.437968,blue,none
-73.669369,45.437939,blue,none
-73.670278,45.43774,blue,none
-73.671389,45.437549,blue,none
-73.672371,45.437341,blue,none
-73.672628,45.437286,blue,none
-73.677429,45.436389,blue,none
-73.67794,45.436316,blue,none
-73.679,45.436162,blue,none
-73.679934,45.43603,blue,none
-73.680098,45.436007,blue,none
-73.681232,45.435843,blue,none
-73.683006,45.435799,blue,none
-73.683159,45.435795,blue,none
-73.684932,45.435747,blue,none
-73.685838,45.435791,blue,none
-73.686513,45.435853,blue,none
-73.68854,45.436181,blue,none
-73.688859,45.436263,blue,none
-73.690431,45.436663,blue,none
-73.691898,45.437199,blue,none
-73.692066,45.437272,blue,none
-73.69244,45.43738,blue,none
-73.692797,45.437496,blue,none
-73.693369,45.437684,blue,none
-73.693369,45.437683,blue,none
-73.693423,45.437701,blue,none
-73.69355,45.437754,blue,none
-73.694598,45.438117,blue,none
-73.694599,45.438117,blue,none
-73.694614,45.438122,blue,none
-73.695945,45.43857,blue,none
-73.697121,45.438991,blue,none
-73.69814,45.439347,blue,none
-73.698378,45.439523,blue,none
-73.698386,45.439528,blue,none
-73.698395,45.43953,blue,none
-73.69893,45.439636,blue,none
-73.700003,45.439958,blue,none
-73.700401,45.440075,blue,none
-73.700951,45.440219,blue,none
-73.701119,45.440263,blue,none
-73.702335,45.440522,blue,none
-73.703666,45.440808,blue,none
-73.704849,45.441078,blue,none
-73.704849,45.441077,blue,none
-73.704996,45.441111,blue,none
-73.706429,45.441424,blue,none
-73.707477,45.441674,blue,none
-73.707569,45.441698,blue,none
-73.70758,45.441802,blue,none
-73.707586,45.44182,blue,none
-73.707604,45.441824,blue,none
-73.708124,45.441825,blue,none
-73.708707,45.441923,blue,none
-73.709717,45.442146,blue,none
-73.709844,45.442173,blue,none
-73.710944,45.442423,blue,none
-73.712033,45.442682,blue,none
-73.713005,45.442887,blue,none
-73.713807,45.443077,blue,none
-73.713912,45.443102,blue,none
-73.714515,45.443244,blue,none
-73.715781,45.443521,blue,none
-73.716933,45.443771,blue,none
-73.717993,45.444007,blue,none
-73.718096,45.444029,blue,none
-73.719325,45.444315,blue,none
-73.719838,45.444405,blue,none
-73.720145,45.444458,blue,none
-73.720157,45.444459,blue,none
-73.720168,45.444457,blue,none
-73.720339,45.444414,blue,none
-73.720875,45.444457,blue,none
-73.721589,45.444608,blue,none
-73.722589,45.444832,blue,none
-73.723585,45.445054,blue,none
-73.724915,45.445339,blue,none
-73.725773,45.445539,blue,none
-73.725989,45.445589,blue,none
-73.727906,45.446021,blue,none
-73.728087,45.446062,blue,none
-73.731366,45.446798,blue,none
-73.731582,45.446846,blue,none
-73.732593,45.44706,blue,none
-73.73276,45.447096,blue,none
-73.733426,45.447222,blue,none
-73.733738,45.447282,blue,none
-73.733866,45.447335,blue,none
-73.734186,45.447433,blue,none
-73.734375,45.447512,blue,none
-73.734938,45.447781,blue,none
-73.734945,45.447784,blue,none
-73.73495,45.447785,blue,none
-73.735119,45.447812,blue,none
-73.735337,45.44783,blue,none
-73.735541,45.447856,blue,none
-73.735837,45.447883,blue,none
-73.736073,45.447908,blue,none
-73.736299,45.447961,blue,none
-73.736437,45.448013,blue,none
-73.737414,45.448434,blue,none
-73.737513,45.448455,blue,none
-73.737594,45.448456,blue,none
-73.7376,45.448456,blue,none
-73.73761,45.448453,blue,none
-73.73774,45.448416,blue,none
-73.738419,45.448126,blue,none
-73.738737,45.448009,blue,none
-73.738965,45.447919,blue,none
-73.740016,45.447667,blue,none
-73.740304,45.447622,blue,none
-73.740414,45.447621,blue,none
-73.740749,45.447655,blue,none
-73.740913,45.447717,blue,none
-73.741084,45.447763,blue,none
-73.741282,45.447799,blue,none
-73.741661,45.447798,blue,none
-73.741832,45.44778,blue,none
-73.74208,45.447733,blue,none
-73.74221,45.447686,blue,none
-73.74244,45.447623,blue,none
-73.742716,45.447525,blue,none
-73.742841,45.447508,blue,none
-73.743004,45.447481,blue,none
-73.743179,45.447471,blue,none
-73.743342,45.447471,blue,none
-73.743541,45.447488,blue,none
-73.743694,45.447515,blue,none
-73.743897,45.447757,blue,none
-73.744023,45.448057,blue,none
-73.744025,45.448251,blue,none
-73.74394,45.448582,blue,none
-73.743803,45.448623,blue,none
-73.743684,45.448621,blue,none
-73.743285,45.448615,blue,none
-73.742526,45.448589,blue,none
-73.742441,45.448555,blue,none
-73.742376,45.448525,blue,none
-73.742362,45.44832,blue,none
-73.742386,45.44797,blue,none
-73.742431,45.447706,blue,none
-73.742451,45.447618,blue,none
-73.742683,45.447454,blue,none
-73.742788,45.447351,blue,none
-73.742854,45.447268,blue,none
-73.742893,45.447199,blue,none
-73.742907,45.447102,blue,none
-73.742881,45.447007,blue,none
-73.742841,45.446922,blue,none
-73.742786,45.446838,blue,none
-73.742702,45.44676,blue,none
-73.742361,45.446595,blue,none
-73.74189,45.446476,blue,none
-73.741691,45.446467,blue,none
-73.741535,45.446468,blue,none
-73.74134,45.446486,blue,none
-73.741166,45.446514,blue,none
-73.741022,45.44657,blue,none
-73.740741,45.44667,blue,none
-73.740734,45.446673,blue,none
-73.740729,45.446676,blue,none
-73.740408,45.446933,blue,none
-73.74034,45.447048,blue,none
-73.740326,45.44718,blue,none
-73.740341,45.447293,blue,none
-73.740379,45.447394,blue,none
-73.740382,45.447401,blue,none
-73.740385,45.447403,blue,none
-73.74045,45.447467,blue,none
-73.740569,45.447559,blue,none
-73.740741,45.447652,blue,none
-73.740913,45.447717,blue,none
-73.741084,45.447763,blue,none
-73.741266,45.447796,blue,none
-73.74139,45.447874,blue,none
-73.741504,45.447936,blue,none
-73.741588,45.448002,blue,none
-73.741662,45.448099,blue,none
-73.741738,45.448212,blue,none
-73.741776,45.448334,blue,none
-73.741802,45.448432,blue,none
-73.741815,45.4486,blue,none
-73.741814,45.448718,blue,none
-73.741803,45.448756,blue,none
-73.741716,45.449243,blue,none
-73.741667,45.449752,blue,none
-73.741693,45.449971,blue,none
-73.741684,45.450878,blue,none
-73.741623,45.451097,blue,none
-73.741489,45.451253,blue,none
-73.741252,45.451464,blue,none
-73.740952,45.451641,blue,none
-73.74061,45.45182,blue,none
-73.740157,45.452016,blue,none
-73.739625,45.452161,blue,none
-73.739579,45.452165,blue,none
-73.73944,45.452159,blue,none
-73.739226,45.45216,blue,none
-73.739043,45.452125,blue,none
-73.738912,45.452084,blue,none
-73.738791,45.45199,blue,none
-73.738679,45.451895,blue,none
-73.738605,45.451742,blue,none
-73.738618,45.451565,blue,none
-73.738701,45.451429,blue,none
-73.738824,45.451334,blue,none
-73.738959,45.451246,blue,none
-73.739099,45.451205,blue,none
-73.739269,45.451188,blue,none
-73.739461,45.451204,blue,none
-73.739647,45.451264,blue,none
-73.73994,45.451425,blue,none
-73.740172,45.451497,blue,none
-73.740552,45.451702,blue,none
-73.741359,45.452059,blue,none
-73.741554,45.452176,blue,none
-73.741878,45.452277,blue,none
-73.742418,45.452447,blue,none
-73.74301,45.452591,blue,none
-73.743562,45.452689,blue,none
-73.744269,45.452787,blue,none
-73.744807,45.452849,blue,none
-73.745517,45.452909,blue,none
-73.746042,45.453025,blue,none
-73.746387,45.453088,blue,none
-73.74662,45.453173,blue,none
-73.746846,45.453306,blue,none
-73.747015,45.453483,blue,none
-73.747079,45.453658,blue,none
-73.747132,45.454042,blue,none
-73.747146,45.454392,blue,none
-73.747175,45.454432,blue,none
-73.747223,45.45453,blue,none
-73.747264,45.455154,blue,none
-73.747227,45.455308,blue,none
-73.747253,45.455536,blue,none
-73.74728,45.455832,blue,none
-73.747294,45.456111,blue,none
-73.747283,45.456571,blue,none
-73.747374,45.456823,blue,none
-73.7474,45.457028,blue,none
-73.747414,45.457299,blue,none
-73.747442,45.457402,blue,none
-73.747483,45.457478,blue,none
-73.747551,45.457527,blue,none
-73.74763,45.457572,blue,none
-73.747711,45.45761,blue,none
-73.747844,45.457638,blue,none
-73.747976,45.457656,blue,none
-73.749628,45.457617,blue,none
-73.75106,45.457568,blue,none
-73.751255,45.457568,blue,none
-73.751377,45.457539,blue,none
-73.751485,45.457491,blue,none
-73.751579,45.457405,blue,none
-73.751632,45.457291,blue,none
-73.751619,45.45717,blue,none
-73.751591,45.456683,blue,none
-73.751575,45.456378,blue,none
