Longitude,Latitude,LineStringColor,Icon
-73.647981,45.4255,blue,none
-73.647982,45.425527,blue,none
-73.647997,45.425575,blue,none
-73.648076,45.425687,blue,none
-73.648179,45.425787,blue,none
-73.648199,45.425804,blue,none
-73.648217,45.425801,blue,none
-73.64906,45.425494,blue,none
-73.649289,45.425412,blue,none
-73.649749,45.42525,blue,none
-73.649761,45.425243,blue,none
-73.649768,45.425234,blue,none
-73.649946,45.424855,blue,none
-73.650048,45.424624,blue,none
-73.650073,45.424567,blue,none
-73.650403,45.423758,blue,none
-73.650638,45.423298,blue,none
-73.650638,45.423297,blue,none
-73.650734,45.42311,blue,none
-73.651064,45.422415,blue,none
-73.651296,45.421869,blue,none
-73.651343,45.421758,blue,none
-73.651648,45.420984,blue,none
-73.651645,45.420965,blue,none
-73.651628,45.420951,blue,none
-73.651185,45.420813,blue,none
-73.65026,45.420521,blue,none
-73.649534,45.420235,blue,none
-73.648957,45.419976,blue,none
-73.648857,45.419931,blue,none
-73.648411,45.419726,blue,none
-73.648093,45.419547,blue,none
-73.647658,45.419295,blue,none
-73.647402,45.419152,blue,none
-73.646354,45.418524,blue,none
-73.645446,45.417949,blue,none
-73.644319,45.41724,blue,none
-73.644285,45.417235,blue,none
-73.644263,45.417254,blue,none
-73.644111,45.417607,blue,none
-73.643991,45.417885,blue,none
-73.643076,45.417685,blue,none
-73.641465,45.417318,blue,none
-73.640505,45.417094,blue,none
-73.639989,45.417027,blue,none
-73.63962,45.416979,blue,none
-73.63861,45.416881,blue,none
-73.638341,45.416854,blue,none
-73.637304,45.416783,blue,none
-73.636412,45.416808,blue,none
-73.636412,45.416807,blue,none
-73.636253,45.416812,blue,none
-73.63606,45.41683,blue,none
-73.635229,45.416921,blue,none
-73.634335,45.417021,blue,none
-73.634089,45.417048,blue,none
-73.633849,45.417075,blue,none
-73.632927,45.417068,blue,none
-73.632073,45.416938,blue,none
-73.632416,45.416165,blue,none
-73.632496,45.415985,blue,none
-73.632503,45.415964,blue,none
-73.632491,45.415956,blue,none
-73.632268,45.415864,blue,none
-73.631764,45.415773,blue,none
-73.631286,45.41572,blue,none
-73.630768,45.415729,blue,none
-73.630422,45.415775,blue,none
-73.629969,45.415793,blue,none
-73.629259,45.41574,blue,none
-73.629257,45.41574,blue,none
-73.628302,45.415624,blue,none
-73.627383,45.415437,blue,none
-73.627354,45.415439,blue,none
-73.627347,45.415462,blue,none
-73.627344,45.415817,blue,none
-73.627338,45.416693,blue,none
-73.627338,45.416835,blue,none
-73.626405,45.416827,blue,none
-73.625791,45.416828,blue,none
-73.62574,45.416828,blue,none
-73.624667,45.41682,blue,none
-73.623554,45.41684,blue,none
-73.622236,45.416859,blue,none
-73.621605,45.416932,blue,none
-73.621229,45.417026,blue,none
-73.620159,45.417294,blue,none
-73.619469,45.417475,blue,none
-73.618814,45.417642,blue,none
-73.61869,45.417674,blue,none
-73.617733,45.417926,blue,none
-73.617541,45.417981,blue,none
-73.6173,45.418035,blue,none
-73.616673,45.418189,blue,none
-73.616417,45.418252,blue,none
-73.615589,45.418478,blue,none
-73.613903,45.418875,blue,none
-73.613219,45.419054,blue,none
-73.61311,45.419083,blue,none
-73.611637,45.419452,blue,none
-73.611451,45.419499,blue,none
-73.61108,45.41958,blue,none
-73.608793,45.420149,blue,none
-73.608775,45.42016,blue,none
-73.608781,45.420179,blue,none
-73.609236,45.420809,blue,none
-73.60932,45.420925,blue,none
-73.609768,45.421537,blue,none
-73.610125,45.422011,blue,none
-73.610229,45.422148,blue,none
-73.611408,45.423713,blue,none
-73.610589,45.423985,blue,none
-73.609849,45.424236,blue,none
-73.609709,45.424283,blue,none
-73.609465,45.424355,blue,none
-73.609246,45.424446,blue,none
-73.609104,45.424519,blue,none
-73.608936,45.424619,blue,none
-73.608743,45.424756,blue,none
-73.608587,45.424893,blue,none
-73.608484,45.425011,blue,none
-73.608457,45.425048,blue,none
-73.608457,45.425047,blue,none
-73.608357,45.425182,blue,none
-73.607898,45.425741,blue,none
