Longitude,Latitude,LineStringColor,Icon
-73.60661,45.427425,blue,none
-73.606305,45.427808,blue,none
-73.606202,45.427939,blue,none
-73.606126,45.428038,blue,none
-73.606118,45.428055,blue,none
-73.606132,45.428066,blue,none
-73.606529,45.428227,blue,none
-73.607103,45.428487,blue,none
-73.607448,45.428655,blue,none
-73.607895,45.428873,blue,none
-73.608176,45.429017,blue,none
-73.608353,45.42914,blue,none
-73.608505,45.429239,blue,none
-73.608594,45.42931,blue,none
-73.609617,45.430056,blue,none
-73.609695,45.430119,blue,none
-73.609734,45.430146,blue,none
-73.609864,45.430238,blue,none
-73.60994,45.430272,blue,none
-73.608769,45.431045,blue,none
-73.608424,45.431278,blue,none
-73.608156,45.43146,blue,none
-73.606995,45.432253,blue,none
-73.60633,45.43273,blue,none
-73.606123,45.432882,blue,none
-73.605962,45.433,blue,none
-73.605043,45.43355,blue,none
-73.603765,45.434352,blue,none
-73.603432,45.434615,blue,none
-73.603419,45.434632,blue,none
-73.603433,45.434645,blue,none
-73.603691,45.434762,blue,none
-73.603948,45.434862,blue,none
-73.604359,45.434997,blue,none
-73.604553,45.435052,blue,none
-73.604785,45.435106,blue,none
-73.605055,45.435151,blue,none
-73.605362,45.435202,blue,none
-73.605541,45.435232,blue,none
-73.609286,45.435862,blue,none
-73.609479,45.435894,blue,none
-73.610488,45.436073,blue,none
-73.611613,45.436297,blue,none
-73.612013,45.436368,blue,none
-73.612266,45.436413,blue,none
-73.612905,45.436512,blue,none
-73.613685,45.436637,blue,none
-73.614436,45.436753,blue,none
-73.61467,45.436789,blue,none
-73.615552,45.436932,blue,none
-73.616485,45.437075,blue,none
-73.617161,45.437199,blue,none
-73.617363,45.437252,blue,none
-73.617526,45.437315,blue,none
-73.617636,45.437368,blue,none
-73.617636,45.437367,blue,none
-73.617844,45.437466,blue,none
-73.618688,45.437844,blue,none
-73.620095,45.438462,blue,none
-73.621609,45.439179,blue,none
-73.621608,45.439179,blue,none
-73.622104,45.439414,blue,none
-73.621739,45.439664,blue,none
-73.621281,45.439942,blue,none
-73.620094,45.440618,blue,none
-73.620087,45.440622,blue,none
-73.620083,45.440627,blue,none
-73.620074,45.44064,blue,none
-73.619026,45.441225,blue,none
-73.618804,45.441349,blue,none
-73.618472,45.441529,blue,none
-73.616863,45.442448,blue,none
-73.616471,45.442675,blue,none
-73.614958,45.443549,blue,none
-73.614295,45.44401,blue,none
-73.614153,45.44411,blue,none
-73.613884,45.444326,blue,none
-73.612111,45.445709,blue,none
-73.611944,45.445839,blue,none
-73.611854,45.445912,blue,none
-73.610667,45.446849,blue,none
-73.609891,45.447468,blue,none
-73.60989,45.447467,blue,none
-73.60968,45.447633,blue,none
-73.609476,45.447772,blue,none
-73.609186,45.447993,blue,none
-73.6087,45.4484,blue,none
-73.608365,45.448764,blue,none
-73.60825,45.448963,blue,none
-73.607823,45.449442,blue,none
-73.60769,45.449591,blue,none
-73.606912,45.450528,blue,none
-73.606287,45.451266,blue,none
-73.606146,45.451447,blue,none
-73.606004,45.45161,blue,none
-73.605879,45.451753,blue,none
-73.60533,45.452437,blue,none
-73.605102,45.452712,blue,none
-73.604603,45.453311,blue,none
-73.604526,45.453401,blue,none
-73.604195,45.453833,blue,none
-73.604054,45.454001,blue,none
-73.604071,45.454008,blue,none
-73.603714,45.454435,blue,none
-73.603153,45.455153,blue,none
-73.603118,45.455172,blue,none
-73.603085,45.455175,blue,none
-73.60283,45.455463,blue,none
-73.602758,45.455521,blue,none
-73.602678,45.45557,blue,none
-73.602532,45.455604,blue,none
-73.602287,45.455649,blue,none
-73.602137,45.455676,blue,none
-73.601268,45.45583,blue,none
-73.600463,45.455974,blue,none
-73.599753,45.456104,blue,none
-73.599619,45.456128,blue,none
-73.59866,45.456291,blue,none
-73.597623,45.456473,blue,none
-73.597472,45.456499,blue,none
-73.596347,45.456707,blue,none
-73.595583,45.456848,blue,none
-73.595414,45.456879,blue,none
-73.5953939,45.4568912,blue,none
-73.595392,45.456911,blue,none
-73.596086,45.458791,blue,none
-73.596438,45.459712,blue,none
-73.596471,45.459799,blue,none
-73.596625,45.460194,blue,none
-73.596818,45.46067,blue,none
-73.596886,45.460873,blue,none
-73.596933,45.461012,blue,none
-73.5971,45.461472,blue,none
-73.597499,45.462497,blue,none
-73.59751,45.462528,blue,none
-73.597564,45.462678,blue,none
-73.597655,45.462852,blue,none
-73.598835,45.464219,blue,none
-73.599116,45.464597,blue,none
-73.599244,45.464775,blue,none
-73.59936,45.465017,blue,none
-73.599421,45.465148,blue,none
-73.599447,45.465248,blue,none
-73.59968,45.465853,blue,none
-73.599841,45.466176,blue,none
-73.599963,45.466421,blue,none
-73.600026,45.466518,blue,none
-73.598986,45.467057,blue,none
-73.598398,45.467355,blue,none
-73.597862,45.467643,blue,none
-73.597491,45.467832,blue,none
-73.596929,45.468113,blue,none
-73.596754,45.4682,blue,none
-73.595811,45.468502,blue,none
-73.595095,45.468732,blue,none
-73.594277,45.468993,blue,none
-73.593355,45.469291,blue,none
-73.592918,45.469456,blue,none
-73.591922,45.469833,blue,none
-73.591243,45.470104,blue,none
-73.59118,45.470139,blue,none
-73.59111,45.47018,blue,none
-73.591029,45.470247,blue,none
-73.590784,45.470527,blue,none
-73.588813,45.472634,blue,none
-73.588814,45.472634,blue,none
-73.58873,45.472724,blue,none
-73.588308,45.473165,blue,none
-73.587937,45.473597,blue,none
-73.587848,45.473697,blue,none
-73.587466,45.474141,blue,none
-73.587375,45.474246,blue,none
-73.587145,45.474498,blue,none
-73.586877,45.474804,blue,none
-73.586392,45.475335,blue,none
-73.586391,45.475364,blue,none
-73.58643,45.475368,blue,none
-73.586543,45.47535,blue,none
-73.586659,45.475358,blue,none
-73.587257,45.475598,blue,none
-73.587576,45.475742,blue,none
-73.587691,45.475796,blue,none
-73.587884,45.475869,blue,none
-73.588638,45.476191,blue,none
-73.588799,45.47627,blue,none
-73.588966,45.476434,blue,none
-73.588412,45.476659,blue,none
-73.588411,45.476658,blue,none
-73.587996,45.476828,blue,none
-73.587102,45.477143,blue,none
-73.586572,45.477319,blue,none
-73.586424,45.477368,blue,none
-73.58605,45.477496,blue,none
-73.585893,45.477579,blue,none
-73.585775,45.477643,blue,none
-73.58567,45.477725,blue,none
-73.584804,45.47736,blue,none
-73.584774,45.477352,blue,none
-73.584758,45.477362,blue,none
-73.58457,45.477583,blue,none
-73.584458,45.477672,blue,none
-73.584345,45.477742,blue,none
-73.584168,45.477831,blue,none
-73.583893,45.477972,blue,none
-73.583656,45.478093,blue,none
-73.582966,45.47848,blue,none
-73.5828,45.478561,blue,none
-73.582235,45.478869,blue,none
-73.58207,45.478959,blue,none
-73.581369,45.479354,blue,none
-73.580563,45.479769,blue,none
-73.580294,45.479914,blue,none
-73.579752,45.480214,blue,none
-73.579463,45.480373,blue,none
-73.578811,45.480734,blue,none
-73.578318,45.481007,blue,none
-73.578031,45.481166,blue,none
-73.577877,45.481256,blue,none
-73.576765,45.481933,blue,none
-73.575814,45.482519,blue,none
-73.57564,45.482626,blue,none
-73.575397,45.482779,blue,none
-73.574413,45.483374,blue,none
-73.573633,45.483842,blue,none
-73.573122,45.484158,blue,none
-73.571901,45.484898,blue,none
-73.571741,45.484995,blue,none
-73.570923,45.4855,blue,none
-73.570384,45.485835,blue,none
-73.570035,45.48618,blue,none
-73.569394,45.486885,blue,none
-73.56899,45.487544,blue,none
-73.568907,45.48768,blue,none
-73.568473,45.488381,blue,none
-73.568154,45.488893,blue,none
-73.567901,45.489206,blue,none
-73.567255,45.489968,blue,none
-73.56716,45.49008,blue,none
-73.566457,45.490881,blue,none
-73.566115,45.491295,blue,none
-73.566049,45.491376,blue,none
-73.565346,45.492195,blue,none
-73.564911,45.492722,blue,none
-73.564745,45.492925,blue,none
-73.564169,45.493646,blue,none
-73.563722,45.494286,blue,none
-73.56311,45.495176,blue,none
-73.562954,45.495403,blue,none
-73.562661,45.495908,blue,none
-73.562584,45.496043,blue,none
-73.562455,45.496278,blue,none
-73.562341,45.496494,blue,none
-73.562009,45.497096,blue,none
-73.561774,45.497511,blue,none
-73.561499,45.497996,blue,none
-73.56137,45.498249,blue,none
-73.561306,45.498384,blue,none
-73.561192,45.498599,blue,none
-73.5611899,45.4986161,blue,none
-73.561208,45.498632,blue,none
-73.561479,45.49875,blue,none
-73.561699,45.498823,blue,none
-73.562019,45.498913,blue,none
-73.562118,45.498947,blue,none
-73.56232,45.499038,blue,none
-73.562535,45.499134,blue,none
-73.56339,45.499689,blue,none
-73.564351,45.5004,blue,none
-73.565058,45.500812,blue,none
-73.565059,45.500812,blue,none
-73.565173,45.500878,blue,none
-73.566019,45.50131,blue,none
-73.567197,45.501931,blue,none
-73.567338,45.502002,blue,none
-73.567753,45.502218,blue,none
-73.568759,45.50274,blue,none
-73.568766,45.502743,blue,none
-73.568775,45.502744,blue,none
-73.568967,45.502769,blue,none
-73.569064,45.502845,blue,none
-73.569361,45.502991,blue,none
-73.569784,45.503198,blue,none
-73.570077,45.503342,blue,none
-73.571551,45.504061,blue,none
-73.572192,45.504384,blue,none
-73.572255,45.504414,blue,none
-73.572397,45.50448,blue,none
-73.571868,45.505042,blue,none
-73.571382,45.505546,blue,none
-73.571164,45.505769,blue,none
-73.570922,45.506015,blue,none
-73.570513,45.506429,blue,none
-73.569651,45.507305,blue,none
-73.569644,45.507311,blue,none
-73.569465,45.507482,blue,none
-73.568684,45.508365,blue,none
-73.56868,45.508382,blue,none
-73.568695,45.508397,blue,none
-73.569175,45.508613,blue,none
-73.570769,45.509329,blue,none
-73.570507,45.509925,blue,none
-73.570278,45.510411,blue,none
-73.570043,45.510944,blue,none
-73.569999,45.511042,blue,none
-73.56894,45.510559,blue,none
-73.568607,45.510415,blue,none
-73.5674776,45.5098874,blue,none
-73.567552,45.509773,blue,none
-73.567704,45.509577,blue,none
-73.567846,45.509419,blue,none
